verb,embedded_type,prior_type,item,prior,prompt,target,question,alt_question
right,p,high_prior,Sophia,Sophia is a hipster.,Fact: Sophia is a hipster. Sentence: Brian asks: Is Timothy right that Sophia got a tattoo? Question: Does Brian believe that Sophia got a tattoo?,Brian asks: Is Timothy right that Sophia got a tattoo?,Does Brian believe that Sophia got a tattoo?,Does Brian believe that Sophia didn't get a tattoo?
confess,p,high_prior,Sophia,Sophia is a hipster.,Fact: Sophia is a hipster. Sentence: Paul asks: Did Rebecca confess that Sophia got a tattoo? Question: Does Paul believe that Sophia got a tattoo?,Paul asks: Did Rebecca confess that Sophia got a tattoo?,Does Paul believe that Sophia got a tattoo?,Does Paul believe that Sophia didn't get a tattoo?
confirm,p,high_prior,Sophia,Sophia is a hipster.,Fact: Sophia is a hipster. Sentence: Cynthia asks: Did Gary confirm that Sophia got a tattoo? Question: Does Cynthia believe that Sophia got a tattoo?,Cynthia asks: Did Gary confirm that Sophia got a tattoo?,Does Cynthia believe that Sophia got a tattoo?,Does Cynthia believe that Sophia didn't get a tattoo?
demonstrate,p,high_prior,Sophia,Sophia is a hipster.,Fact: Sophia is a hipster. Sentence: Kevin asks: Did Ronald demonstrate that Sophia got a tattoo? Question: Does Kevin believe that Sophia got a tattoo?,Kevin asks: Did Ronald demonstrate that Sophia got a tattoo?,Does Kevin believe that Sophia got a tattoo?,Does Kevin believe that Sophia didn't get a tattoo?
discover,p,high_prior,Sophia,Sophia is a hipster.,Fact: Sophia is a hipster. Sentence: Kathleen asks: Did Emily discover that Sophia got a tattoo? Question: Does Kathleen believe that Sophia got a tattoo?,Kathleen asks: Did Emily discover that Sophia got a tattoo?,Does Kathleen believe that Sophia got a tattoo?,Does Kathleen believe that Sophia didn't get a tattoo?
establish,p,high_prior,Sophia,Sophia is a hipster.,Fact: Sophia is a hipster. Sentence: Lisa asks: Did Amanda establish that Sophia got a tattoo? Question: Does Lisa believe that Sophia got a tattoo?,Lisa asks: Did Amanda establish that Sophia got a tattoo?,Does Lisa believe that Sophia got a tattoo?,Does Lisa believe that Sophia didn't get a tattoo?
hear,p,high_prior,Sophia,Sophia is a hipster.,Fact: Sophia is a hipster. Sentence: Kathleen asks: Did Stephanie hear that Sophia got a tattoo? Question: Does Kathleen believe that Sophia got a tattoo?,Kathleen asks: Did Stephanie hear that Sophia got a tattoo?,Does Kathleen believe that Sophia got a tattoo?,Does Kathleen believe that Sophia didn't get a tattoo?
inform,p,high_prior,Sophia,Sophia is a hipster.,Fact: Sophia is a hipster. Sentence: Scott asks: Did Jeffrey inform Jane that Sophia got a tattoo? Question: Does Scott believe that Sophia got a tattoo?,Scott asks: Did Jeffrey inform Jane that Sophia got a tattoo?,Does Scott believe that Sophia got a tattoo?,Does Scott believe that Sophia didn't get a tattoo?
know,p,high_prior,Sophia,Sophia is a hipster.,Fact: Sophia is a hipster. Sentence: Steven asks: Does Michelle know that Sophia got a tattoo? Question: Does Steven believe that Sophia got a tattoo?,Steven asks: Does Michelle know that Sophia got a tattoo?,Does Steven believe that Sophia got a tattoo?,Does Steven believe that Sophia didn't get a tattoo?
pretend,p,high_prior,Sophia,Sophia is a hipster.,Fact: Sophia is a hipster. Sentence: Kenneth asks: Did Carol pretend that Sophia got a tattoo? Question: Does Kenneth believe that Sophia got a tattoo?,Kenneth asks: Did Carol pretend that Sophia got a tattoo?,Does Kenneth believe that Sophia got a tattoo?,Does Kenneth believe that Sophia didn't get a tattoo?
prove,p,high_prior,Sophia,Sophia is a hipster.,Fact: Sophia is a hipster. Sentence: Kenneth asks: Did Emily prove that Sophia got a tattoo? Question: Does Kenneth believe that Sophia got a tattoo?,Kenneth asks: Did Emily prove that Sophia got a tattoo?,Does Kenneth believe that Sophia got a tattoo?,Does Kenneth believe that Sophia didn't get a tattoo?
reveal,p,high_prior,Sophia,Sophia is a hipster.,Fact: Sophia is a hipster. Sentence: Betty asks: Did Nicholas reveal that Sophia got a tattoo? Question: Does Betty believe that Sophia got a tattoo?,Betty asks: Did Nicholas reveal that Sophia got a tattoo?,Does Betty believe that Sophia got a tattoo?,Does Betty believe that Sophia didn't get a tattoo?
say,p,high_prior,Sophia,Sophia is a hipster.,Fact: Sophia is a hipster. Sentence: Scott asks: Did Emily say that Sophia got a tattoo? Question: Does Scott believe that Sophia got a tattoo?,Scott asks: Did Emily say that Sophia got a tattoo?,Does Scott believe that Sophia got a tattoo?,Does Scott believe that Sophia didn't get a tattoo?
see,p,high_prior,Sophia,Sophia is a hipster.,Fact: Sophia is a hipster. Sentence: Brian asks: Did Deborah see that Sophia got a tattoo? Question: Does Brian believe that Sophia got a tattoo?,Brian asks: Did Deborah see that Sophia got a tattoo?,Does Brian believe that Sophia got a tattoo?,Does Brian believe that Sophia didn't get a tattoo?
suggest,p,high_prior,Sophia,Sophia is a hipster.,Fact: Sophia is a hipster. Sentence: Larry asks: Did Nicholas suggest that Sophia got a tattoo? Question: Does Larry believe that Sophia got a tattoo?,Larry asks: Did Nicholas suggest that Sophia got a tattoo?,Does Larry believe that Sophia got a tattoo?,Does Larry believe that Sophia didn't get a tattoo?
think,p,high_prior,Sophia,Sophia is a hipster.,Fact: Sophia is a hipster. Sentence: Kathleen asks: Does Laura think that Sophia got a tattoo? Question: Does Kathleen believe that Sophia got a tattoo?,Kathleen asks: Does Laura think that Sophia got a tattoo?,Does Kathleen believe that Sophia got a tattoo?,Does Kathleen believe that Sophia didn't get a tattoo?
polar,p,high_prior,Sophia,Sophia is a hipster.,Fact: Sophia is a hipster. Sentence: Kenneth asks: Did Sophia get a tattoo? Question: Does Kenneth believe that Sophia got a tattoo?,Kenneth asks: Did Sophia get a tattoo?,Does Kenneth believe that Sophia got a tattoo?,
acknowledge,p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Christopher asks: Did Laura acknowledge that Mary is pregnant? Question: Does Christopher believe that Mary is pregnant?,Christopher asks: Did Laura acknowledge that Mary is pregnant?,Does Christopher believe that Mary is pregnant?,Does Christopher believe that Mary is not pregnant?
admit,p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Jennifer asks: Did Jason admit that Mary is pregnant? Question: Does Jennifer believe that Mary is pregnant?,Jennifer asks: Did Jason admit that Mary is pregnant?,Does Jennifer believe that Mary is pregnant?,Does Jennifer believe that Mary is not pregnant?
announce,p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Nancy asks: Did Jonathan announce that Mary is pregnant? Question: Does Nancy believe that Mary is pregnant?,Nancy asks: Did Jonathan announce that Mary is pregnant?,Does Nancy believe that Mary is pregnant?,Does Nancy believe that Mary is not pregnant?
annoyed,p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Brian asks: Is Nicholas annoyed that Mary is pregnant? Question: Does Brian believe that Mary is pregnant?,Brian asks: Is Nicholas annoyed that Mary is pregnant?,Does Brian believe that Mary is pregnant?,Does Brian believe that Mary is not pregnant?
right,p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Jennifer asks: Is Melissa right that Mary is pregnant? Question: Does Jennifer believe that Mary is pregnant?,Jennifer asks: Is Melissa right that Mary is pregnant?,Does Jennifer believe that Mary is pregnant?,Does Jennifer believe that Mary is not pregnant?
confess,p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Kimberly asks: Did Laura confess that Mary is pregnant? Question: Does Kimberly believe that Mary is pregnant?,Kimberly asks: Did Laura confess that Mary is pregnant?,Does Kimberly believe that Mary is pregnant?,Does Kimberly believe that Mary is not pregnant?
confirm,p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Paul asks: Did Rebecca confirm that Mary is pregnant? Question: Does Paul believe that Mary is pregnant?,Paul asks: Did Rebecca confirm that Mary is pregnant?,Does Paul believe that Mary is pregnant?,Does Paul believe that Mary is not pregnant?
demonstrate,p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Dorothy asks: Did Nicholas demonstrate that Mary is pregnant? Question: Does Dorothy believe that Mary is pregnant?,Dorothy asks: Did Nicholas demonstrate that Mary is pregnant?,Does Dorothy believe that Mary is pregnant?,Does Dorothy believe that Mary is not pregnant?
discover,p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Sandra asks: Did Jonathan discover that Mary is pregnant? Question: Does Sandra believe that Mary is pregnant?,Sandra asks: Did Jonathan discover that Mary is pregnant?,Does Sandra believe that Mary is pregnant?,Does Sandra believe that Mary is not pregnant?
establish,p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Brian asks: Did Melissa establish that Mary is pregnant? Question: Does Brian believe that Mary is pregnant?,Brian asks: Did Melissa establish that Mary is pregnant?,Does Brian believe that Mary is pregnant?,Does Brian believe that Mary is not pregnant?
hear,p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Jennifer asks: Did Melissa hear that Mary is pregnant? Question: Does Jennifer believe that Mary is pregnant?,Jennifer asks: Did Melissa hear that Mary is pregnant?,Does Jennifer believe that Mary is pregnant?,Does Jennifer believe that Mary is not pregnant?
inform,p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Kenneth asks: Did Jonathan inform Jane that Mary is pregnant? Question: Does Kenneth believe that Mary is pregnant?,Kenneth asks: Did Jonathan inform Jane that Mary is pregnant?,Does Kenneth believe that Mary is pregnant?,Does Kenneth believe that Mary is not pregnant?
know,p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Kenneth asks: Does Jonathan know that Mary is pregnant? Question: Does Kenneth believe that Mary is pregnant?,Kenneth asks: Does Jonathan know that Mary is pregnant?,Does Kenneth believe that Mary is pregnant?,Does Kenneth believe that Mary is not pregnant?
pretend,p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Donna asks: Did Amanda pretend that Mary is pregnant? Question: Does Donna believe that Mary is pregnant?,Donna asks: Did Amanda pretend that Mary is pregnant?,Does Donna believe that Mary is pregnant?,Does Donna believe that Mary is not pregnant?
prove,p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Kenneth asks: Did Rebecca prove that Mary is pregnant? Question: Does Kenneth believe that Mary is pregnant?,Kenneth asks: Did Rebecca prove that Mary is pregnant?,Does Kenneth believe that Mary is pregnant?,Does Kenneth believe that Mary is not pregnant?
reveal,p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Sandra asks: Did Stephanie reveal that Mary is pregnant? Question: Does Sandra believe that Mary is pregnant?,Sandra asks: Did Stephanie reveal that Mary is pregnant?,Does Sandra believe that Mary is pregnant?,Does Sandra believe that Mary is not pregnant?
say,p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Edward asks: Did Jacob say that Mary is pregnant? Question: Does Edward believe that Mary is pregnant?,Edward asks: Did Jacob say that Mary is pregnant?,Does Edward believe that Mary is pregnant?,Does Edward believe that Mary is not pregnant?
see,p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Kimberly asks: Did Ryan see that Mary is pregnant? Question: Does Kimberly believe that Mary is pregnant?,Kimberly asks: Did Ryan see that Mary is pregnant?,Does Kimberly believe that Mary is pregnant?,Does Kimberly believe that Mary is not pregnant?
suggest,p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Larry asks: Did Jacob suggest that Mary is pregnant? Question: Does Larry believe that Mary is pregnant?,Larry asks: Did Jacob suggest that Mary is pregnant?,Does Larry believe that Mary is pregnant?,Does Larry believe that Mary is not pregnant?
think,p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Kimberly asks: Does Deborah think that Mary is pregnant? Question: Does Kimberly believe that Mary is pregnant?,Kimberly asks: Does Deborah think that Mary is pregnant?,Does Kimberly believe that Mary is pregnant?,Does Kimberly believe that Mary is not pregnant?
polar,p,low_prior,Mary,Mary is a middle school student.,Fact: Mary is a middle school student. Sentence: Jennifer asks: Is Mary pregnant? Question: Does Jennifer believe that Mary is pregnant?,Jennifer asks: Is Mary pregnant?,Does Jennifer believe that Mary is pregnant?,
acknowledge,p,low_prior,Josie,Josie doesn't have a passport,Fact: Josie doesn't have a passport Sentence: Kathleen asks: Did Timothy acknowledge that Josie went on vacation to France? Question: Does Kathleen believe that Josie went on vacation to France?,Kathleen asks: Did Timothy acknowledge that Josie went on vacation to France?,Does Kathleen believe that Josie went on vacation to France?,Does Kathleen believe that Josie didn't go on vacation to France?
