verb,embedded_type,prior_type,item,prior,prompt,target,question,alt_question
annoyed,p,high_prior,Jayden,Jayden's car is in the shop.,Fact: Jayden's car is in the shop. Sentence: Edward asks: Is Michelle annoyed that Jayden rented a car? Question: Does Edward believe that Jayden didn't rent a car?,Edward asks: Is Michelle annoyed that Jayden rented a car?,Does Edward believe that Jayden rented a car?,Does Edward believe that Jayden didn't rent a car?
right,p,high_prior,Jayden,Jayden's car is in the shop.,Fact: Jayden's car is in the shop. Sentence: Scott asks: Is Laura right that Jayden rented a car? Question: Does Scott believe that Jayden didn't rent a car?,Scott asks: Is Laura right that Jayden rented a car?,Does Scott believe that Jayden rented a car?,Does Scott believe that Jayden didn't rent a car?
confess,p,high_prior,Jayden,Jayden's car is in the shop.,Fact: Jayden's car is in the shop. Sentence: Larry asks: Did Melissa confess that Jayden rented a car? Question: Does Larry believe that Jayden didn't rent a car?,Larry asks: Did Melissa confess that Jayden rented a car?,Does Larry believe that Jayden rented a car?,Does Larry believe that Jayden didn't rent a car?
confirm,p,high_prior,Jayden,Jayden's car is in the shop.,Fact: Jayden's car is in the shop. Sentence: George asks: Did Jacob confirm that Jayden rented a car? Question: Does George believe that Jayden didn't rent a car?,George asks: Did Jacob confirm that Jayden rented a car?,Does George believe that Jayden rented a car?,Does George believe that Jayden didn't rent a car?
demonstrate,p,high_prior,Jayden,Jayden's car is in the shop.,Fact: Jayden's car is in the shop. Sentence: Kenneth asks: Did Sharon demonstrate that Jayden rented a car? Question: Does Kenneth believe that Jayden didn't rent a car?,Kenneth asks: Did Sharon demonstrate that Jayden rented a car?,Does Kenneth believe that Jayden rented a car?,Does Kenneth believe that Jayden didn't rent a car?
discover,p,high_prior,Jayden,Jayden's car is in the shop.,Fact: Jayden's car is in the shop. Sentence: Nancy asks: Did Amanda discover that Jayden rented a car? Question: Does Nancy believe that Jayden didn't rent a car?,Nancy asks: Did Amanda discover that Jayden rented a car?,Does Nancy believe that Jayden rented a car?,Does Nancy believe that Jayden didn't rent a car?
establish,p,high_prior,Jayden,Jayden's car is in the shop.,Fact: Jayden's car is in the shop. Sentence: Kimberly asks: Did Ryan establish that Jayden rented a car? Question: Does Kimberly believe that Jayden didn't rent a car?,Kimberly asks: Did Ryan establish that Jayden rented a car?,Does Kimberly believe that Jayden rented a car?,Does Kimberly believe that Jayden didn't rent a car?
hear,p,high_prior,Jayden,Jayden's car is in the shop.,Fact: Jayden's car is in the shop. Sentence: Lisa asks: Did Ryan hear that Jayden rented a car? Question: Does Lisa believe that Jayden didn't rent a car?,Lisa asks: Did Ryan hear that Jayden rented a car?,Does Lisa believe that Jayden rented a car?,Does Lisa believe that Jayden didn't rent a car?
inform,p,high_prior,Jayden,Jayden's car is in the shop.,Fact: Jayden's car is in the shop. Sentence: Donna asks: Did Amanda inform Jane that Jayden rented a car? Question: Does Donna believe that Jayden didn't rent a car?,Donna asks: Did Amanda inform Jane that Jayden rented a car?,Does Donna believe that Jayden rented a car?,Does Donna believe that Jayden didn't rent a car?
know,p,high_prior,Jayden,Jayden's car is in the shop.,Fact: Jayden's car is in the shop. Sentence: Lisa asks: Does Emily know that Jayden rented a car? Question: Does Lisa believe that Jayden didn't rent a car?,Lisa asks: Does Emily know that Jayden rented a car?,Does Lisa believe that Jayden rented a car?,Does Lisa believe that Jayden didn't rent a car?
pretend,p,high_prior,Jayden,Jayden's car is in the shop.,Fact: Jayden's car is in the shop. Sentence: Sandra asks: Did Stephanie pretend that Jayden rented a car? Question: Does Sandra believe that Jayden didn't rent a car?,Sandra asks: Did Stephanie pretend that Jayden rented a car?,Does Sandra believe that Jayden rented a car?,Does Sandra believe that Jayden didn't rent a car?
prove,p,high_prior,Jayden,Jayden's car is in the shop.,Fact: Jayden's car is in the shop. Sentence: Brian asks: Did Ryan prove that Jayden rented a car? Question: Does Brian believe that Jayden didn't rent a car?,Brian asks: Did Ryan prove that Jayden rented a car?,Does Brian believe that Jayden rented a car?,Does Brian believe that Jayden didn't rent a car?
reveal,p,high_prior,Jayden,Jayden's car is in the shop.,Fact: Jayden's car is in the shop. Sentence: Betty asks: Did Ronald reveal that Jayden rented a car? Question: Does Betty believe that Jayden didn't rent a car?,Betty asks: Did Ronald reveal that Jayden rented a car?,Does Betty believe that Jayden rented a car?,Does Betty believe that Jayden didn't rent a car?
say,p,high_prior,Jayden,Jayden's car is in the shop.,Fact: Jayden's car is in the shop. Sentence: Kevin asks: Did Laura say that Jayden rented a car? Question: Does Kevin believe that Jayden didn't rent a car?,Kevin asks: Did Laura say that Jayden rented a car?,Does Kevin believe that Jayden rented a car?,Does Kevin believe that Jayden didn't rent a car?
see,p,high_prior,Jayden,Jayden's car is in the shop.,Fact: Jayden's car is in the shop. Sentence: Paul asks: Did Jeffrey see that Jayden rented a car? Question: Does Paul believe that Jayden didn't rent a car?,Paul asks: Did Jeffrey see that Jayden rented a car?,Does Paul believe that Jayden rented a car?,Does Paul believe that Jayden didn't rent a car?
suggest,p,high_prior,Jayden,Jayden's car is in the shop.,Fact: Jayden's car is in the shop. Sentence: Christopher asks: Did Laura suggest that Jayden rented a car? Question: Does Christopher believe that Jayden didn't rent a car?,Christopher asks: Did Laura suggest that Jayden rented a car?,Does Christopher believe that Jayden rented a car?,Does Christopher believe that Jayden didn't rent a car?
think,p,high_prior,Jayden,Jayden's car is in the shop.,Fact: Jayden's car is in the shop. Sentence: Kevin asks: Does Melissa think that Jayden rented a car? Question: Does Kevin believe that Jayden didn't rent a car?,Kevin asks: Does Melissa think that Jayden rented a car?,Does Kevin believe that Jayden rented a car?,Does Kevin believe that Jayden didn't rent a car?
acknowledge,p,high_prior,Tony,Tony really likes to party with his friends.,Fact: Tony really likes to party with his friends. Sentence: Donna asks: Did Amanda acknowledge that Tony had a drink last night? Question: Does Donna believe that Tony didn't have a drink last night?,Donna asks: Did Amanda acknowledge that Tony had a drink last night?,Does Donna believe that Tony had a drink last night?,Does Donna believe that Tony didn't have a drink last night?
admit,p,high_prior,Tony,Tony really likes to party with his friends.,Fact: Tony really likes to party with his friends. Sentence: Paul asks: Did Emily admit that Tony had a drink last night? Question: Does Paul believe that Tony didn't have a drink last night?,Paul asks: Did Emily admit that Tony had a drink last night?,Does Paul believe that Tony had a drink last night?,Does Paul believe that Tony didn't have a drink last night?
announce,p,high_prior,Tony,Tony really likes to party with his friends.,Fact: Tony really likes to party with his friends. Sentence: Kevin asks: Did Timothy announce that Tony had a drink last night? Question: Does Kevin believe that Tony didn't have a drink last night?,Kevin asks: Did Timothy announce that Tony had a drink last night?,Does Kevin believe that Tony had a drink last night?,Does Kevin believe that Tony didn't have a drink last night?
annoyed,p,high_prior,Tony,Tony really likes to party with his friends.,Fact: Tony really likes to party with his friends. Sentence: Kimberly asks: Is Carol annoyed that Tony had a drink last night? Question: Does Kimberly believe that Tony didn't have a drink last night?,Kimberly asks: Is Carol annoyed that Tony had a drink last night?,Does Kimberly believe that Tony had a drink last night?,Does Kimberly believe that Tony didn't have a drink last night?
right,p,high_prior,Tony,Tony really likes to party with his friends.,Fact: Tony really likes to party with his friends. Sentence: Kimberly asks: Is Nicholas right that Tony had a drink last night? Question: Does Kimberly believe that Tony didn't have a drink last night?,Kimberly asks: Is Nicholas right that Tony had a drink last night?,Does Kimberly believe that Tony had a drink last night?,Does Kimberly believe that Tony didn't have a drink last night?
confess,p,high_prior,Tony,Tony really likes to party with his friends.,Fact: Tony really likes to party with his friends. Sentence: Edward asks: Did Sharon confess that Tony had a drink last night? Question: Does Edward believe that Tony didn't have a drink last night?,Edward asks: Did Sharon confess that Tony had a drink last night?,Does Edward believe that Tony had a drink last night?,Does Edward believe that Tony didn't have a drink last night?
confirm,p,high_prior,Tony,Tony really likes to party with his friends.,Fact: Tony really likes to party with his friends. Sentence: Brian asks: Did Jacob confirm that Tony had a drink last night? Question: Does Brian believe that Tony didn't have a drink last night?,Brian asks: Did Jacob confirm that Tony had a drink last night?,Does Brian believe that Tony had a drink last night?,Does Brian believe that Tony didn't have a drink last night?
demonstrate,p,high_prior,Tony,Tony really likes to party with his friends.,Fact: Tony really likes to party with his friends. Sentence: Christopher asks: Did Timothy demonstrate that Tony had a drink last night? Question: Does Christopher believe that Tony didn't have a drink last night?,Christopher asks: Did Timothy demonstrate that Tony had a drink last night?,Does Christopher believe that Tony had a drink last night?,Does Christopher believe that Tony didn't have a drink last night?
discover,p,high_prior,Tony,Tony really likes to party with his friends.,Fact: Tony really likes to party with his friends. Sentence: Jennifer asks: Did Amanda discover that Tony had a drink last night? Question: Does Jennifer believe that Tony didn't have a drink last night?,Jennifer asks: Did Amanda discover that Tony had a drink last night?,Does Jennifer believe that Tony had a drink last night?,Does Jennifer believe that Tony didn't have a drink last night?
establish,p,high_prior,Tony,Tony really likes to party with his friends.,Fact: Tony really likes to party with his friends. Sentence: Sandra asks: Did Jeffrey establish that Tony had a drink last night? Question: Does Sandra believe that Tony didn't have a drink last night?,Sandra asks: Did Jeffrey establish that Tony had a drink last night?,Does Sandra believe that Tony had a drink last night?,Does Sandra believe that Tony didn't have a drink last night?
hear,p,high_prior,Tony,Tony really likes to party with his friends.,Fact: Tony really likes to party with his friends. Sentence: Jennifer asks: Did Nicholas hear that Tony had a drink last night? Question: Does Jennifer believe that Tony didn't have a drink last night?,Jennifer asks: Did Nicholas hear that Tony had a drink last night?,Does Jennifer believe that Tony had a drink last night?,Does Jennifer believe that Tony didn't have a drink last night?
inform,p,high_prior,Tony,Tony really likes to party with his friends.,Fact: Tony really likes to party with his friends. Sentence: Dorothy asks: Did Ryan inform Jane that Tony had a drink last night? Question: Does Dorothy believe that Tony didn't have a drink last night?,Dorothy asks: Did Ryan inform Jane that Tony had a drink last night?,Does Dorothy believe that Tony had a drink last night?,Does Dorothy believe that Tony didn't have a drink last night?
know,p,high_prior,Tony,Tony really likes to party with his friends.,Fact: Tony really likes to party with his friends. Sentence: Dorothy asks: Does Carol know that Tony had a drink last night? Question: Does Dorothy believe that Tony didn't have a drink last night?,Dorothy asks: Does Carol know that Tony had a drink last night?,Does Dorothy believe that Tony had a drink last night?,Does Dorothy believe that Tony didn't have a drink last night?
pretend,p,high_prior,Tony,Tony really likes to party with his friends.,Fact: Tony really likes to party with his friends. Sentence: Brian asks: Did Ryan pretend that Tony had a drink last night? Question: Does Brian believe that Tony didn't have a drink last night?,Brian asks: Did Ryan pretend that Tony had a drink last night?,Does Brian believe that Tony had a drink last night?,Does Brian believe that Tony didn't have a drink last night?
prove,p,high_prior,Tony,Tony really likes to party with his friends.,Fact: Tony really likes to party with his friends. Sentence: Daniel asks: Did Michelle prove that Tony had a drink last night? Question: Does Daniel believe that Tony didn't have a drink last night?,Daniel asks: Did Michelle prove that Tony had a drink last night?,Does Daniel believe that Tony had a drink last night?,Does Daniel believe that Tony didn't have a drink last night?
reveal,p,high_prior,Tony,Tony really likes to party with his friends.,Fact: Tony really likes to party with his friends. Sentence: Brian asks: Did Deborah reveal that Tony had a drink last night? Question: Does Brian believe that Tony didn't have a drink last night?,Brian asks: Did Deborah reveal that Tony had a drink last night?,Does Brian believe that Tony had a drink last night?,Does Brian believe that Tony didn't have a drink last night?
