"workerid","predicate","polarity","utterance","item","speaker_response","ah_response","prior_rating"
418,"inform","neg","inform-doesnt_dance-?","Tony_L",0.86,0.32,0.2196
388,"think","neg","think-doesnt_dance-?","Emily_L",0.52,0.19,0.151655629139073
388,"say","neg","say-doesnt_dance-?","Mary_H",0.49,0.49,0.815167785234899
388,"think","pos","think-dances-?","Zoe_L",0.52,0.11,0.192108843537415
388,"inform","pos","inform-dances-?","Josh_L",0.16,0.34,0.236917293233083
388,"know","pos","know-dances-?","Jayden_L",0.12,0.09,0.1756
388,"know","neg","know-doesnt_dance-?","Isabella_H",0.06,0.25,0.517707006369427
388,"think","pos","think-dances-?","Grace_H",0.92,0.84,0.790144927536232
388,"say","pos","say-dances-?","Frank_H",0.76,0.66,0.67972027972028
388,"Polar","Polar","BARE-dances-?","Danny_L",0.16,NA,0.27993006993007
388,"inform","neg","inform-doesnt_dance-?","Owen_H",0.68,0.54,0.74648275862069
388,"know","neg","know-doesnt_dance-?","Charley_L",0.53,0.38,0.277066666666667
388,"think","neg","think-doesnt_dance-?","Tony_H",0.59,0.37,0.747279411764706
388,"inform","pos","inform-dances-?","Julian_H",0.47,0.38,0.599493670886076
388,"Polar","Polar","BARE-dances-?","Josie_H",0.47,NA,0.73343949044586
388,"say","pos","say-dances-?","Jon_L",0.5,0.76,0.235696202531646
388,"inform","neg","inform-doesnt_dance-?","Olivia_L",0.47,0.45,0.210592105263158
388,"know","pos","know-dances-?","Jackson_H",0.46,0.66,0.774965034965035
388,"say","neg","say-doesnt_dance-?","Emma_L",0.3,0.65,0.323098591549296
493,"inform","neg","inform-doesnt_dance-?","Mary_L",0.07,0.91,0.225401459854015
493,"Polar","Polar","BARE-dances-?","Jayden_H",0.92,NA,0.687794117647059
493,"know","neg","know-doesnt_dance-?","Julian_L",0.89,0.8,0.401796875
493,"say","neg","say-doesnt_dance-?","Jon_L",0.1,0.12,0.235696202531646
493,"say","pos","say-dances-?","Tony_L",0.11,0.92,0.2196
493,"inform","neg","inform-doesnt_dance-?","Charley_H",0.1,0.14,0.804632352941177
493,"inform","pos","inform-dances-?","Owen_H",0.91,0.08,0.74648275862069
493,"know","pos","know-dances-?","Grace_H",0.86,0.9,0.790144927536232
493,"think","pos","think-dances-?","Danny_L",0.07,0.94,0.27993006993007
493,"think","neg","think-doesnt_dance-?","Olivia_L",0.96,0.09,0.210592105263158
493,"think","neg","think-doesnt_dance-?","Frank_H",0.09,0.81,0.67972027972028
493,"know","neg","know-doesnt_dance-?","Zoe_H",0.84,0.94,0.745971223021583
493,"say","pos","say-dances-?","Josie_H",0.9,0.88,0.73343949044586
493,"say","neg","say-doesnt_dance-?","Emily_H",0.11,0.88,0.561555555555556
493,"Polar","Polar","BARE-dances-?","Emma_L",0.07,NA,0.323098591549296
493,"think","pos","think-dances-?","Josh_H",0.08,0.14,0.544575163398693
493,"know","pos","know-dances-?","Jackson_L",0.91,0.06,0.186013986013986
493,"inform","pos","inform-dances-?","Isabella_L",0.9,0.15,0.125813953488372
570,"inform","pos","inform-dances-?","Mary_L",0.72,0.93,0.225401459854015
570,"Polar","Polar","BARE-dances-?","Josie_L",0.31,NA,0.117286821705426
570,"say","neg","say-doesnt_dance-?","Zoe_L",0.75,0.77,0.192108843537415
570,"think","neg","think-doesnt_dance-?","Isabella_L",0.72,0.86,0.125813953488372
570,"think","neg","think-doesnt_dance-?","Jayden_H",0.66,0.84,0.687794117647059
570,"know","neg","know-doesnt_dance-?","Frank_H",0.98,0.36,0.67972027972028
570,"think","pos","think-dances-?","Jackson_H",0.43,0.83,0.774965034965035
570,"think","pos","think-dances-?","Charley_L",0.03,0.4,0.277066666666667
570,"say","pos","say-dances-?","Tony_H",0.6,0.87,0.747279411764706
570,"inform","neg","inform-doesnt_dance-?","Danny_H",0.98,0.9,0.697062937062937
570,"inform","pos","inform-dances-?","Julian_H",0.97,0.91,0.599493670886076
570,"know","pos","know-dances-?","Owen_H",0.97,0.44,0.74648275862069
570,"know","pos","know-dances-?","Emily_L",0.96,0.4,0.151655629139073
570,"know","neg","know-doesnt_dance-?","Josh_L",0.97,0.4,0.236917293233083
570,"Polar","Polar","BARE-dances-?","Jon_H",0.6,NA,0.7559375
570,"inform","neg","inform-doesnt_dance-?","Olivia_L",0.99,0.88,0.210592105263158
570,"say","pos","say-dances-?","Emma_L",0.36,0.67,0.323098591549296
570,"say","neg","say-doesnt_dance-?","Grace_H",0.4,0.92,0.790144927536232
584,"inform","neg","inform-doesnt_dance-?","Tony_H",0.85,0.51,0.747279411764706
584,"know","neg","know-doesnt_dance-?","Frank_L",0.92,0.56,0.16965034965035
584,"inform","pos","inform-dances-?","Jackson_H",0.95,0.53,0.774965034965035
584,"say","pos","say-dances-?","Olivia_L",0.84,0.57,0.210592105263158
584,"think","pos","think-dances-?","Jayden_L",0.74,0.51,0.1756
584,"think","neg","think-doesnt_dance-?","Charley_H",0.61,0.61,0.804632352941177
584,"think","neg","think-doesnt_dance-?","Danny_L",0.68,0.58,0.27993006993007
584,"say","pos","say-dances-?","Mary_H",0.63,0.76,0.815167785234899
584,"say","neg","say-doesnt_dance-?","Grace_L",0.65,0.51,0.24777027027027
584,"think","pos","think-dances-?","Owen_H",0.63,0.6,0.74648275862069
584,"say","neg","say-doesnt_dance-?","Jon_H",0.89,0.94,0.7559375
584,"Polar","Polar","BARE-dances-?","Emma_H",0.72,NA,0.680763888888889
584,"know","pos","know-dances-?","Josie_H",0.87,0.52,0.73343949044586
584,"know","pos","know-dances-?","Julian_L",0.55,0.57,0.401796875
584,"know","neg","know-doesnt_dance-?","Zoe_H",0.58,0.71,0.745971223021583
584,"inform","neg","inform-doesnt_dance-?","Emily_L",0.6,0.61,0.151655629139073
584,"Polar","Polar","BARE-dances-?","Isabella_L",0.6,NA,0.125813953488372
584,"inform","pos","inform-dances-?","Josh_L",0.71,0.66,0.236917293233083
604,"think","neg","think-doesnt_dance-?","Tony_H",0.29,0.34,0.747279411764706
604,"know","neg","know-doesnt_dance-?","Jayden_L",0.45,0.51,0.1756
604,"say","pos","say-dances-?","Danny_L",0.19,0.16,0.27993006993007
604,"inform","neg","inform-doesnt_dance-?","Emily_L",0.9,0.93,0.151655629139073
604,"inform","pos","inform-dances-?","Owen_L",0.49,0.5,0.279503546099291
604,"inform","neg","inform-doesnt_dance-?","Grace_H",0.46,0.51,0.790144927536232
604,"say","neg","say-doesnt_dance-?","Josh_L",0.97,0.52,0.236917293233083
604,"inform","pos","inform-dances-?","Olivia_H",0.4,0.55,0.664776119402985
604,"say","pos","say-dances-?","Emma_H",0.57,0.62,0.680763888888889
604,"think","pos","think-dances-?","Julian_H",0.53,0.56,0.599493670886076
604,"know","pos","know-dances-?","Jackson_L",0.55,0.42,0.186013986013986
604,"Polar","Polar","BARE-dances-?","Jon_L",0.33,NA,0.235696202531646
604,"think","neg","think-doesnt_dance-?","Josie_L",0.41,0.57,0.117286821705426
604,"Polar","Polar","BARE-dances-?","Zoe_H",0.52,NA,0.745971223021583
604,"know","neg","know-doesnt_dance-?","Isabella_H",0.71,0.4,0.517707006369427
604,"think","pos","think-dances-?","Frank_L",0.51,0.52,0.16965034965035
604,"say","neg","say-doesnt_dance-?","Mary_H",0.45,0.32,0.815167785234899
604,"know","pos","know-dances-?","Charley_H",0.64,0.48,0.804632352941177
429,"say","pos","say-dances-?","Jayden_L",0.48,0.79,0.1756
429,"think","neg","think-doesnt_dance-?","Josh_L",0.19,0.69,0.236917293233083
429,"think","pos","think-dances-?","Owen_L",0.12,0.62,0.279503546099291
429,"say","neg","say-doesnt_dance-?","Emily_L",0.49,0.78,0.151655629139073
429,"know","pos","know-dances-?","Jackson_L",0.82,0.14,0.186013986013986
429,"inform","neg","inform-doesnt_dance-?","Emma_L",0.81,0.97,0.323098591549296
429,"say","neg","say-doesnt_dance-?","Josie_H",0.24,0.83,0.73343949044586
429,"think","pos","think-dances-?","Grace_H",0.26,0.76,0.790144927536232
429,"Polar","Polar","BARE-dances-?","Zoe_H",0.62,NA,0.745971223021583
429,"inform","neg","inform-doesnt_dance-?","Frank_H",0.84,0.81,0.67972027972028
429,"Polar","Polar","BARE-dances-?","Isabella_L",0.12,NA,0.125813953488372
429,"know","neg","know-doesnt_dance-?","Jon_L",0.91,0.21,0.235696202531646
429,"say","pos","say-dances-?","Julian_H",0.51,0.85,0.599493670886076
429,"know","pos","know-dances-?","Olivia_H",0.99,0.25,0.664776119402985
429,"think","neg","think-doesnt_dance-?","Danny_H",0.33,0.63,0.697062937062937
429,"inform","pos","inform-dances-?","Tony_L",0.83,0.9,0.2196
429,"know","neg","know-doesnt_dance-?","Charley_H",0.98,0.13,0.804632352941177
429,"inform","pos","inform-dances-?","Mary_H",0.95,0.98,0.815167785234899
259,"know","pos","know-dances-?","Charley_H",0.91,0.53,0.804632352941177
259,"think","neg","think-doesnt_dance-?","Owen_H",0.13,0.42,0.74648275862069
259,"inform","neg","inform-doesnt_dance-?","Danny_L",0.95,0.93,0.27993006993007
259,"say","pos","say-dances-?","Jackson_L",0.17,0.49,0.186013986013986
259,"inform","neg","inform-doesnt_dance-?","Frank_H",0.88,0.92,0.67972027972028
259,"think","pos","think-dances-?","Tony_H",0.5,0.5,0.747279411764706
259,"think","neg","think-doesnt_dance-?","Emma_L",0.18,0.55,0.323098591549296
259,"say","pos","say-dances-?","Emily_H",0.56,0.61,0.561555555555556
259,"say","neg","say-doesnt_dance-?","Jon_H",0.27,0.61,0.7559375
259,"think","pos","think-dances-?","Josie_L",0.1,0.49,0.117286821705426
259,"inform","pos","inform-dances-?","Grace_L",0.59,0.77,0.24777027027027
259,"Polar","Polar","BARE-dances-?","Julian_H",0.56,NA,0.599493670886076
259,"know","neg","know-doesnt_dance-?","Jayden_L",0.94,0.52,0.1756
259,"know","neg","know-doesnt_dance-?","Olivia_H",0.94,0.52,0.664776119402985
259,"inform","pos","inform-dances-?","Mary_H",0.95,0.95,0.815167785234899
259,"know","pos","know-dances-?","Josh_L",0.96,0.57,0.236917293233083
259,"say","neg","say-doesnt_dance-?","Isabella_L",0.47,0.53,0.125813953488372
259,"Polar","Polar","BARE-dances-?","Zoe_L",0.31,NA,0.192108843537415
488,"say","pos","say-dances-?","Jackson_H",0.52,0.69,0.774965034965035
488,"know","pos","know-dances-?","Frank_L",1,0.16,0.16965034965035
488,"say","neg","say-doesnt_dance-?","Mary_H",0.76,0.86,0.815167785234899
488,"inform","pos","inform-dances-?","Josie_L",0.05,0.97,0.117286821705426
488,"know","neg","know-doesnt_dance-?","Josh_L",0.5,0.25,0.236917293233083
488,"inform","neg","inform-doesnt_dance-?","Owen_L",0.89,0.53,0.279503546099291
488,"Polar","Polar","BARE-dances-?","Emily_L",0.12,NA,0.151655629139073
488,"say","pos","say-dances-?","Julian_L",0.07,0.57,0.401796875
488,"know","neg","know-doesnt_dance-?","Danny_H",1,0.32,0.697062937062937
488,"inform","neg","inform-doesnt_dance-?","Zoe_H",0.49,0.48,0.745971223021583
488,"know","pos","know-dances-?","Jon_H",1,0.48,0.7559375
488,"think","pos","think-dances-?","Olivia_H",0.89,0.49,0.664776119402985
488,"say","neg","say-doesnt_dance-?","Emma_L",0.5,0.52,0.323098591549296
488,"think","pos","think-dances-?","Charley_L",0,0.51,0.277066666666667
488,"Polar","Polar","BARE-dances-?","Tony_H",0.43,NA,0.747279411764706
488,"inform","pos","inform-dances-?","Isabella_H",1,1,0.517707006369427
488,"think","neg","think-doesnt_dance-?","Jayden_H",1,0.51,0.687794117647059
488,"think","neg","think-doesnt_dance-?","Grace_L",0.11,0.51,0.24777027027027
342,"know","neg","know-doesnt_dance-?","Jon_H",0.97,0.07,0.7559375
342,"think","neg","think-doesnt_dance-?","Emma_H",0.09,0.48,0.680763888888889
342,"know","pos","know-dances-?","Josie_H",0.96,0.99,0.73343949044586
342,"think","pos","think-dances-?","Frank_H",0.99,0.9,0.67972027972028
342,"inform","neg","inform-doesnt_dance-?","Josh_H",0.98,0.84,0.544575163398693
342,"inform","neg","inform-doesnt_dance-?","Olivia_L",0.99,0.98,0.210592105263158
342,"inform","pos","inform-dances-?","Isabella_H",1,1,0.517707006369427
342,"think","pos","think-dances-?","Zoe_L",0.04,0.12,0.192108843537415
342,"Polar","Polar","BARE-dances-?","Jackson_H",0.5,NA,0.774965034965035
342,"say","neg","say-doesnt_dance-?","Julian_H",0.23,0.99,0.599493670886076
342,"know","pos","know-dances-?","Emily_L",0.85,0.72,0.151655629139073
342,"say","pos","say-dances-?","Owen_L",0.03,0.95,0.279503546099291
342,"say","neg","say-doesnt_dance-?","Mary_L",0.15,0.93,0.225401459854015
342,"inform","pos","inform-dances-?","Tony_L",0.88,0.15,0.2196
342,"say","pos","say-dances-?","Charley_H",0.49,0.49,0.804632352941177
342,"know","neg","know-doesnt_dance-?","Jayden_L",0.93,0.48,0.1756
342,"Polar","Polar","BARE-dances-?","Danny_L",0.1,NA,0.27993006993007
342,"think","neg","think-doesnt_dance-?","Grace_L",0.89,0.14,0.24777027027027
557,"say","pos","say-dances-?","Emma_H",0.85,0.56,0.680763888888889
557,"think","pos","think-dances-?","Frank_L",0.81,0.93,0.16965034965035
557,"say","neg","say-doesnt_dance-?","Tony_H",0.76,0.61,0.747279411764706
557,"say","pos","say-dances-?","Danny_L",0.85,0.52,0.27993006993007
557,"say","neg","say-doesnt_dance-?","Zoe_L",0.72,0.76,0.192108843537415
557,"know","neg","know-doesnt_dance-?","Grace_H",0.85,0.85,0.790144927536232
557,"inform","neg","inform-doesnt_dance-?","Jackson_L",0.67,0.75,0.186013986013986
557,"think","neg","think-doesnt_dance-?","Jayden_L",0.8,0.7,0.1756
557,"think","neg","think-doesnt_dance-?","Julian_H",0.75,0.64,0.599493670886076
557,"inform","neg","inform-doesnt_dance-?","Emily_H",0.3,0.74,0.561555555555556
557,"Polar","Polar","BARE-dances-?","Olivia_H",0.38,NA,0.664776119402985
557,"know","pos","know-dances-?","Charley_L",0.52,0.61,0.277066666666667
557,"know","pos","know-dances-?","Owen_H",0.38,0.45,0.74648275862069
557,"inform","pos","inform-dances-?","Jon_L",0.66,0.6,0.235696202531646
557,"think","pos","think-dances-?","Mary_H",0.83,0.74,0.815167785234899
557,"Polar","Polar","BARE-dances-?","Josh_L",0.66,NA,0.236917293233083
557,"inform","pos","inform-dances-?","Isabella_H",0.82,0.59,0.517707006369427
557,"know","neg","know-doesnt_dance-?","Josie_L",0.78,0.42,0.117286821705426
413,"know","pos","know-dances-?","Emma_H",0.98,0.54,0.680763888888889
413,"think","neg","think-doesnt_dance-?","Grace_H",0.26,0.76,0.790144927536232
413,"know","pos","know-dances-?","Tony_L",0.99,0.2,0.2196
413,"say","pos","say-dances-?","Julian_H",0.62,0.88,0.599493670886076
413,"think","pos","think-dances-?","Frank_L",0.12,0.59,0.16965034965035
413,"inform","pos","inform-dances-?","Jon_H",0.95,0.97,0.7559375
413,"inform","neg","inform-doesnt_dance-?","Josh_L",0.99,0.99,0.236917293233083
413,"Polar","Polar","BARE-dances-?","Jackson_H",0.37,NA,0.774965034965035
413,"say","neg","say-doesnt_dance-?","Josie_H",0.66,0.89,0.73343949044586
413,"inform","pos","inform-dances-?","Isabella_L",0.98,0.97,0.125813953488372
413,"say","pos","say-dances-?","Mary_L",0.47,0.87,0.225401459854015
413,"know","neg","know-doesnt_dance-?","Danny_H",0.92,0.33,0.697062937062937
413,"know","neg","know-doesnt_dance-?","Olivia_L",0.97,0.4,0.210592105263158
413,"Polar","Polar","BARE-dances-?","Charley_L",0.24,NA,0.277066666666667
413,"inform","neg","inform-doesnt_dance-?","Owen_H",0.98,0.99,0.74648275862069
413,"think","neg","think-doesnt_dance-?","Zoe_L",0.97,0.81,0.192108843537415
413,"say","neg","say-doesnt_dance-?","Emily_L",0.83,0.94,0.151655629139073
413,"think","pos","think-dances-?","Jayden_H",0.56,0.47,0.687794117647059
232,"say","pos","say-dances-?","Emma_H",0.42,0.29,0.680763888888889
232,"know","neg","know-doesnt_dance-?","Zoe_L",0.93,0.45,0.192108843537415
232,"say","neg","say-doesnt_dance-?","Josie_H",0.27,0.5,0.73343949044586
232,"think","pos","think-dances-?","Olivia_H",0.53,0.45,0.664776119402985
232,"think","neg","think-doesnt_dance-?","Charley_L",0.6,0.49,0.277066666666667
232,"inform","neg","inform-doesnt_dance-?","Isabella_L",0.94,0.95,0.125813953488372
232,"know","pos","know-dances-?","Emily_H",0.98,0.38,0.561555555555556
232,"think","pos","think-dances-?","Danny_L",0.52,0.61,0.27993006993007
232,"know","pos","know-dances-?","Mary_L",0.89,0.39,0.225401459854015
232,"know","neg","know-doesnt_dance-?","Jayden_H",0.98,0.31,0.687794117647059
232,"Polar","Polar","BARE-dances-?","Grace_L",0.19,NA,0.24777027027027
232,"say","pos","say-dances-?","Jackson_L",0.11,0.53,0.186013986013986
232,"inform","pos","inform-dances-?","Tony_L",0.82,0.9,0.2196
232,"think","neg","think-doesnt_dance-?","Jon_H",0.51,0.28,0.7559375
232,"inform","neg","inform-doesnt_dance-?","Owen_H",0.9,0.9,0.74648275862069
232,"say","neg","say-doesnt_dance-?","Julian_L",0.51,0.51,0.401796875
232,"inform","pos","inform-dances-?","Josh_H",0.96,0.95,0.544575163398693
232,"Polar","Polar","BARE-dances-?","Frank_H",0.66,NA,0.67972027972028
344,"know","neg","know-doesnt_dance-?","Jon_H",0.99,0.5,0.7559375
344,"inform","neg","inform-doesnt_dance-?","Tony_L",0.97,0.84,0.2196
344,"inform","pos","inform-dances-?","Josie_H",0.99,0.99,0.73343949044586
344,"know","pos","know-dances-?","Mary_L",0.99,0.48,0.225401459854015
344,"inform","neg","inform-doesnt_dance-?","Isabella_H",0.98,0.96,0.517707006369427
344,"know","pos","know-dances-?","Emily_H",0.99,0.49,0.561555555555556
344,"think","neg","think-doesnt_dance-?","Owen_H",0,0.17,0.74648275862069
344,"Polar","Polar","BARE-dances-?","Jayden_H",0.51,NA,0.687794117647059
344,"know","neg","know-doesnt_dance-?","Zoe_L",0.98,0.89,0.192108843537415
344,"think","pos","think-dances-?","Danny_H",0.51,0.49,0.697062937062937
344,"think","neg","think-doesnt_dance-?","Charley_L",0.04,0.72,0.277066666666667
344,"inform","pos","inform-dances-?","Olivia_L",0.99,0.12,0.210592105263158
344,"think","pos","think-dances-?","Josh_L",0.01,0.01,0.236917293233083
344,"say","neg","say-doesnt_dance-?","Julian_H",0.35,0.69,0.599493670886076
344,"say","neg","say-doesnt_dance-?","Grace_L",0.5,0.51,0.24777027027027
344,"Polar","Polar","BARE-dances-?","Frank_L",0.14,NA,0.16965034965035
344,"say","pos","say-dances-?","Emma_L",0.47,0.52,0.323098591549296
344,"say","pos","say-dances-?","Jackson_H",0.83,0.86,0.774965034965035
299,"know","neg","know-doesnt_dance-?","Tony_L",0.89,0.64,0.2196
299,"inform","neg","inform-doesnt_dance-?","Emily_H",0.84,0.78,0.561555555555556
299,"know","neg","know-doesnt_dance-?","Frank_H",0.93,0.35,0.67972027972028
299,"think","pos","think-dances-?","Grace_H",0.34,0.68,0.790144927536232
299,"think","neg","think-doesnt_dance-?","Josh_L",0.61,0.78,0.236917293233083
299,"inform","pos","inform-dances-?","Zoe_L",0.78,0.81,0.192108843537415
299,"Polar","Polar","BARE-dances-?","Jackson_H",0.73,NA,0.774965034965035
299,"know","pos","know-dances-?","Julian_L",0.88,0.3,0.401796875
299,"inform","neg","inform-doesnt_dance-?","Charley_L",0.85,0.84,0.277066666666667
299,"say","pos","say-dances-?","Olivia_H",0.63,0.9,0.664776119402985
299,"say","neg","say-doesnt_dance-?","Isabella_H",0.71,0.92,0.517707006369427
299,"say","pos","say-dances-?","Jon_L",0.43,0.76,0.235696202531646
299,"know","pos","know-dances-?","Jayden_H",0.83,0.24,0.687794117647059
299,"say","neg","say-doesnt_dance-?","Josie_L",0.46,0.78,0.117286821705426
299,"Polar","Polar","BARE-dances-?","Danny_L",0.63,NA,0.27993006993007
299,"think","neg","think-doesnt_dance-?","Emma_H",0.25,0.64,0.680763888888889
299,"think","pos","think-dances-?","Mary_L",0.31,0.61,0.225401459854015
299,"inform","pos","inform-dances-?","Owen_H",0.79,0.75,0.74648275862069
564,"inform","pos","inform-dances-?","Josie_L",0.5,0.13,0.117286821705426
564,"know","pos","know-dances-?","Tony_L",0.63,0.24,0.2196
564,"say","pos","say-dances-?","Olivia_L",0.49,0.23,0.210592105263158
564,"know","neg","know-doesnt_dance-?","Mary_L",0.98,0.86,0.225401459854015
564,"know","neg","know-doesnt_dance-?","Isabella_H",0.89,0.5,0.517707006369427
564,"think","neg","think-doesnt_dance-?","Emma_H",0.49,0.5,0.680763888888889
564,"inform","neg","inform-doesnt_dance-?","Emily_H",0.9,0.93,0.561555555555556
564,"say","pos","say-dances-?","Jackson_H",0.51,0.74,0.774965034965035
564,"inform","neg","inform-doesnt_dance-?","Jon_L",0.94,0.81,0.235696202531646
564,"Polar","Polar","BARE-dances-?","Owen_H",0.68,NA,0.74648275862069
564,"say","neg","say-doesnt_dance-?","Frank_H",0.49,0.72,0.67972027972028
564,"Polar","Polar","BARE-dances-?","Grace_L",0.28,NA,0.24777027027027
564,"say","neg","say-doesnt_dance-?","Danny_L",0.97,0.94,0.27993006993007
